1|1|1|0
1|2|1|0
1|3|1|0
1|4|1|0
1|6|1|0
1|8|1|0
2|1|1|1
2|2|1|1
2|3|1|1
2|4|1|1
2|6|1|1
2|8|1|1
3|4|1|0
3|8|1|0
3|7|1|1
4|1|1|1
4|2|1|1
4|3|1|1
4|4|1|1
4|6|1|1
4|7|1|1
4|8|1|1
4|9|1|1
5|9|1|1
6|1|1|0
6|2|1|0
6|3|1|0
6|4|1|0
6|6|1|0
6|7|1|0
6|8|1|0
6|9|1|0
