1|ADMINISTRACION.FIDEICOMISOS|0|ADMINISTRACION.FIDEICOMISOS|1
2|BIENES.BIENES|0|BIENES.BIENES|2
3|BIENES.CARGA_MASIVA|0|BIENES.CARGA_MASIVA|3
4|BIENES.INDIVIDUALIZACION|0|BIENES.INDIVIDUALIZACION|4
5|BIENES.ADQUIRIENTES|0|BIENES.ADQUIRIENTES|5
6|BIENES.LIBERACIONES|0|BIENES.LIBERACIONES|6
7|INTERFASES.INTERFASES|0|INTERFASES.INTERFASES|7
8|REPORTES.REPORTE_BIENES|0|REPORTES.REPORTE_BIENES|8
9|SEGURIDAD.USUARIOS|0|SEGURIDAD.USUARIOS|9
